Insertion Threads, Removal Threads, Replacement Threads,,,,
64110261, add, finished,267, , true, [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
64183948, add, started,438, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
64406169, remove, finished,156, , false, [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
64455506, add, started,90, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
64744846, replace, started,90,900, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
64797116, remove, started,90, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
64895515, add, started,662, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
64941452, add, started,704, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
65341323, remove, started,704, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
65499035, remove, started,704, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
65515567, replace, started,704,7040, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
65623195, replace, started,704,7040, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
65658336, add, started,339, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
65713315, remove, started,339, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
65727676, add, started,502, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
65917941, remove, started,502, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
65922457, add, started,12, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
65939868, add, started,526, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
65978623, add, started,290, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66042701, add, started,469, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66124863, replace, started,469,4690, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66144312, replace, started,469,4690, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66144636, remove, started,469, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66162083, replace, started,469,4690, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66345421, replace, started,469,4690, , [ 4 51 52 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 417 430 431 434 439 445 464 471 472 474 481 484 485 502 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7120 7400 ] 
66562303, add, started,37, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 417 430 431 434 439 445 464 471 472 474 481 484 485 502 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7120 7400 ] 
66627904, add, started,96, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 417 430 431 434 439 445 464 471 472 474 481 484 485 502 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7120 7400 ] 
66680598, replace, started,96,960, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66682278, remove, started,96, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 417 430 431 434 439 445 464 471 472 474 481 484 485 502 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7120 7400 ] 
66684782, replace, started,96,960, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 502 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7120 7400 ] 
66717508, add, started,417, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7120 7400 ] 
66723986, remove, started,96, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7120 7400 ] 
66743919, add, started,502, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66759433, remove, started,502, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66760357, remove, started,502, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66811531, replace, started,502,5020, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66815105, replace, started,502,5020, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66830936, remove, started,502, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66850911, replace, started,502,5020, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66877053, replace, started,502,5020, , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 574 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66943993, add, started,292, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66952594, add, started,52, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
66992842, add, started,42, , , [ 4 51 54 111 115 129 138 144 147 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 292 305 307 308 310 312 319 328 332 344 346 355 356 370 377 379 396 430 431 434 439 445 464 471 472 474 481 484 485 513 516 519 524 525 540 554 570 577 581 591 596 603 641 651 668 695 740 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4310 4340 4850 5130 5190 5240 5250 5540 5700 6030 6410 6680 7400 ] 
67017946, add, started,162, , , [ 4 9 12 42 51 52 54 90 111 115 129 138 144 147 156 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 319 328 332 339 344 346 355 356 370 377 379 381 396 410 416 417 430 431 434 438 439 445 464 469 471 472 474 481 484 485 502 513 516 519 524 525 526 540 554 570 574 577 581 591 596 603 641 651 662 668 695 704 712 740 900 960 1010 1110 1440 1620 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4160 4310 4340 4690 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7040 7120 7400 ] 
67106737, remove, started,162, , , [ 4 9 12 42 51 52 54 90 111 115 129 138 144 147 156 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 319 328 332 339 344 346 355 356 370 377 379 381 396 410 416 417 430 431 434 438 439 445 464 469 471 472 474 481 484 485 502 513 516 519 524 525 526 540 554 570 574 577 581 591 596 603 641 651 662 668 695 704 712 740 900 960 1010 1110 1440 1620 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4160 4310 4340 4690 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7040 7120 7400 ] 
67264464, replace, started,162,1620, , [ 4 9 12 42 51 52 54 90 111 115 129 138 144 147 156 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 319 328 332 339 344 346 355 356 370 377 379 381 396 410 416 417 430 431 434 438 439 445 464 469 471 472 474 481 484 485 502 513 516 519 524 525 526 540 554 570 574 577 581 591 596 603 641 651 662 668 695 704 712 740 900 960 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4160 4310 4340 4690 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7040 7120 7400 ] 
67315589, replace, started,162,1620, , [ 4 9 12 42 51 52 54 90 111 115 129 138 144 147 156 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 319 328 332 339 344 346 355 356 370 377 379 381 396 410 416 417 430 431 434 438 439 445 464 469 471 472 474 481 484 485 502 513 516 519 524 525 526 540 554 570 574 577 581 591 596 603 641 651 662 668 695 704 712 740 900 960 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4160 4310 4340 4690 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7040 7120 7400 ] 
67315984, add, started,498, , , [ 4 9 12 42 51 52 54 90 111 115 129 138 144 147 156 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 319 328 332 339 344 346 355 356 370 377 379 381 396 410 416 417 430 431 434 438 439 445 464 469 471 472 474 481 484 485 502 513 516 519 524 525 526 540 554 570 574 577 581 591 596 603 641 651 662 668 695 704 712 740 900 960 1010 1110 1440 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3960 4160 4310 4340 4690 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7040 7120 7400 ] 
